t,E,j
0.0,0.05428183539235443,-0.4158174291962587
0.010376688972320025,0.05480066984097043,-0.01594986590010194
0.030376688972320043,0.05580066984097043,0.15760972371570045
0.03174152971674005,0.05586891187819143,0.16945378369032368
0.051741529716740065,0.05686891187819143,0.2043380985110602
0.07174152971674008,0.05786891187819143,0.23922241333179675
0.0917415297167401,0.05886891187819143,0.27410672815253323
0.10438331032945669,0.05950100090882726,0.29615672089196776
0.12438331032945671,0.06050100090882726,0.3065618771612235
0.14438331032945673,0.061501000908827264,0.3169670334304792
0.16438331032945674,0.06250100090882726,0.3273721896997349
0.18438331032945676,0.06350100090882727,0.3377773459689906
0.20438331032945678,0.06450100090882727,0.34818250223824637
0.2243833103294568,0.06550100090882727,0.358587658507502
0.24438331032945682,0.06650100090882727,0.3689928147767577
0.26438331032945683,0.06750100090882727,0.3793979710460134
0.28438331032945685,0.06850100090882727,0.38980312731526917
0.29178509024395893,0.06887108990455237,0.39365396114932083
0.31178509024395895,0.06987108990455237,0.4011459897892774
0.33178509024395897,0.07087108990455238,0.40863801842923403
0.351785090243959,0.07187108990455238,0.4161300470691906
0.371785090243959,0.07287108990455238,0.42362207570914723
0.391785090243959,0.07387108990455238,0.43111410434910374
0.41178509024395904,0.07487108990455238,0.43860613298906037
0.43178509024395906,0.07587108990455238,0.44609816162901694
0.4517850902439591,0.07687108990455238,0.45359019026897357
0.4717850902439591,0.07787108990455238,0.46108221890893014
0.4917850902439591,0.07887108990455238,0.46857424754888677
0.5117850902439591,0.07987108990455238,0.47606627618884334
0.5317850902439591,0.08087108990455238,0.48355830482879997
0.5517850902439592,0.08187108990455239,0.49105033346875654
0.552438460968796,0.08190375844079423,0.4912950870779059
0.572438460968796,0.08290375844079423,0.4987919602030914
0.592438460968796,0.08390375844079423,0.5062888333282769
0.6124384609687961,0.08490375844079423,0.5137857064534623
0.6324384609687961,0.08590375844079423,0.5212825795786477
0.6524384609687961,0.08690375844079423,0.5287794527038332
0.6724384609687961,0.08790375844079423,0.5362763258290186
0.6924384609687961,0.08890375844079423,0.5437731989542041
0.7124384609687962,0.08990375844079423,0.5512700720793895
0.7324384609687962,0.09090375844079424,0.558766945204575
0.7524384609687962,0.09190375844079424,0.5662638183297605
0.7605952714301001,0.09231159896385943,0.5693213469864895
