t,E,j
0.0,0.058248904066811935,-0.431424727067764
0.020000000000000018,0.059248904066811936,-0.20402299768555018
0.02122375323777348,0.05931009172870061,-0.19010881755521156
0.0412237532377735,0.06031009172870061,-0.051172725688174873
0.061223753237773515,0.06131009172870061,0.08776336617886181
0.06367289684330757,0.061432548908977314,0.10477708822756426
0.08367289684330759,0.062432548908977314,0.11898649538663979
0.1036728968433076,0.06343254890897732,0.1331959025457153
0.12367289684330762,0.06443254890897732,0.14740530970479085
0.14367289684330764,0.06543254890897732,0.1616147168638664
0.14856954692438418,0.06567738141303114,0.16509364159974324
0.1685695469243842,0.06667738141303114,0.17415941871613594
0.1885695469243842,0.06767738141303115,0.18322519583252864
0.20856954692438423,0.06867738141303115,0.1922909729489213
0.22856954692438425,0.06967738141303115,0.201356750065314
0.24856954692438427,0.07067738141303115,0.21042252718170665
0.2685695469243843,0.07167738141303115,0.21948830429809935
0.2885695469243843,0.07267738141303115,0.22855408141449204
0.3085695469243843,0.07367738141303115,0.23761985853088471
0.32856954692438434,0.07467738141303115,0.2466856356472774
0.34083409337946957,0.07529060873578541,0.2522450178770498
0.3608340933794696,0.07629060873578541,0.2541054552890808
0.3808340933794696,0.07729060873578542,0.2559658927011118
0.4008340933794696,0.07829060873578542,0.2578263301131428
0.42083409337946964,0.07929060873578542,0.25968676752517383
0.44083409337946966,0.08029060873578542,0.26154720493720485
0.4608340933794697,0.08129060873578542,0.26340764234923586
0.4808340933794697,0.08229060873578542,0.2652680797612669
0.5008340933794697,0.08329060873578542,0.2671285171732979
0.5208340933794697,0.08429060873578542,0.2689889545853289
0.5408340933794697,0.08529060873578542,0.2708493919973599
0.5608340933794698,0.08629060873578542,0.27270982940939087
0.5808340933794698,0.08729060873578542,0.2745702668214219
0.6008340933794698,0.08829060873578543,0.2764307042334529
0.6208340933794698,0.08929060873578543,0.2782911416454839
0.6408340933794698,0.09029060873578543,0.2801515790575149
0.6608340933794699,0.09129060873578543,0.28201201646954593
0.6808340933794699,0.09229060873578543,0.28387245388157695
0.7008340933794699,0.09329060873578543,0.28573289129360796
0.7208340933794699,0.09429060873578543,0.287593328705639
0.7408340933794699,0.09529060873578543,0.28945376611767
0.76083409337947,0.09629060873578543,0.29131420352970094
0.78083409337947,0.09729060873578543,0.29317464094173196
0.80083409337947,0.09829060873578543,0.29503507835376297
0.8090139804455365,0.09869960308908876,0.29579598674995794
0.8290139804455365,0.09969960308908876,0.29640712256150303
0.8490139804455366,0.10069960308908876,0.2970182583730481
0.8690139804455366,0.10169960308908876,0.2976293941845932
0.8890139804455366,0.10269960308908876,0.2982405299961383
0.9090139804455366,0.10369960308908877,0.2988516658076834
0.9290139804455366,0.10469960308908877,0.2994628016192285
0.9490139804455366,0.10569960308908877,0.3000739374307736
0.9690139804455367,0.10669960308908877,0.3006850732423187
0.9890139804455367,0.10769960308908877,0.3012962090538638
1.0090139804455367,0.10869960308908877,0.3019073448654089
1.0290139804455367,0.10969960308908877,0.30251848067695397
1.0490139804455367,0.11069960308908877,0.30312961648849907
1.0690139804455367,0.11169960308908877,0.30374075230004416
1.0890139804455363,0.11269960308908876,0.30435188811158925
1.1090139804455368,0.11369960308908877,0.30496302392313435
1.1290139804455368,0.11469960308908878,0.30557415973467944
1.1490139804455368,0.11569960308908878,0.30618529554622453
1.1690139804455368,0.11669960308908878,0.30679643135776963
1.1890139804455369,0.11769960308908878,0.3074075671693147
1.2090139804455369,0.11869960308908878,0.3080187029808598
1.229013980445537,0.11969960308908878,0.3086298387924049
1.249013980445537,0.12069960308908878,0.30924097460395006
1.269013980445537,0.12169960308908878,0.30985211041549515
1.289013980445537,0.12269960308908878,0.3104632462270402
1.309013980445537,0.12369960308908878,0.31107438203858534
1.329013980445537,0.12469960308908878,0.31168551785013043
1.349013980445537,0.12569960308908878,0.31229665366167547
1.369013980445537,0.12669960308908879,0.3129077894732206
1.389013980445537,0.1276996030890888,0.3135189252847657
1.409013980445537,0.1286996030890888,0.31413006109631075
1.429013980445537,0.1296996030890888,0.3147411969078559
1.449013980445537,0.1306996030890888,0.315352332719401
1.469013980445537,0.1316996030890888,0.31596346853094603
1.4890139804455371,0.1326996030890888,0.3165746043424912
1.5090139804455371,0.1336996030890888,0.3171857401540363
1.5290139804455372,0.1346996030890888,0.3177968759655813
1.5490139804455372,0.1356996030890888,0.31840801177712647
1.5690139804455372,0.1366996030890888,0.31901914758867156
1.5768279474706892,0.1370903014403464,0.3192579173426367
1.5968279474706892,0.1380903014403464,0.3198880120011134
1.6168279474706893,0.1390903014403464,0.32051810665959013
1.6368279474706893,0.1400903014403464,0.3211482013180668
1.6568279474706893,0.1410903014403464,0.3217782959765435
1.6768279474706893,0.1420903014403464,0.32240839063502025
1.6968279474706893,0.1430903014403464,0.32303848529349694
1.7168279474706893,0.1440903014403464,0.32366857995197373
1.7368279474706894,0.1450903014403464,0.3242986746104504
1.7568279474706894,0.1460903014403464,0.3249287692689271
1.7768279474706894,0.1470903014403464,0.32555886392740385
1.7968279474706894,0.1480903014403464,0.32618895858588054
1.8168279474706894,0.1490903014403464,0.3268190532443573
1.8368279474706894,0.1500903014403464,0.32744914790283397
1.8568279474706895,0.1510903014403464,0.32807924256131066
1.8768279474706895,0.1520903014403464,0.3287093372197874
1.8964382876123764,0.15307081844743076,0.3293271557484968
1.9164382876123764,0.15407081844743076,0.3295603559124362
1.9364382876123765,0.15507081844743076,0.32979355607637556
1.9564382876123765,0.15607081844743076,0.33002675624031497
1.9764382876123765,0.15707081844743076,0.3302599564042544
1.9964382876123765,0.15807081844743076,0.33049315656819367
2.0164382876123765,0.15907081844743076,0.3307263567321331
2.0364382876123766,0.16007081844743076,0.3309595568960724
2.0564382876123766,0.16107081844743076,0.33119275706001183
2.0764382876123766,0.16207081844743076,0.33142595722395124
2.0964382876123766,0.16307081844743077,0.3316591573878906
2.1164382876123766,0.16407081844743077,0.33189235755183
2.1364382876123766,0.16507081844743077,0.3321255577157694
2.1564382876123767,0.16607081844743077,0.3323587578797087
2.1764382876123767,0.16707081844743077,0.3325919580436481
2.1964382876123767,0.16807081844743077,0.33282515820758746
2.2164382876123767,0.16907081844743077,0.33305835837152686
2.2364382876123767,0.17007081844743077,0.33329155853546627
2.2564382876123767,0.17107081844743077,0.3335247586994056
2.2764382876123768,0.17207081844743077,0.33375795886334503
2.296438287612377,0.17307081844743077,0.3339911590272844
2.316438287612377,0.17407081844743078,0.3342243591912238
2.336438287612377,0.17507081844743078,0.3344575593551631
2.356438287612377,0.17607081844743078,0.3346907595191025
2.376438287612377,0.17707081844743078,0.3349239596830419
2.396438287612377,0.17807081844743078,0.33515715984698125
2.416438287612377,0.17907081844743078,0.33539036001092065
2.436438287612377,0.18007081844743078,0.33562356017486006
2.456438287612377,0.18107081844743078,0.3358567603387994
2.47073857799728,0.18178583296667594,0.33602350184190644
2.49073857799728,0.18278583296667594,0.3373700126545186
2.51073857799728,0.18378583296667594,0.33871652346713077
2.53073857799728,0.18478583296667594,0.34006303427974294
2.55073857799728,0.18578583296667595,0.34140954509235516
2.5707385779972802,0.18678583296667595,0.3427560559049673
2.5907385779972802,0.18778583296667595,0.3441025667175795
2.6107385779972803,0.18878583296667595,0.34544907753019166
2.6307385779972803,0.18978583296667595,0.3467955883428039
2.6507385779972803,0.19078583296667595,0.34814209915541605
2.6707385779972803,0.19178583296667595,0.3494886099680282
2.6907385779972803,0.19278583296667595,0.3508351207806404
2.7107385779972804,0.19378583296667595,0.3521816315932526
2.7307385779972804,0.19478583296667595,0.3535281424058648
2.7507385779972804,0.19578583296667595,0.35487465321847694
2.7691251649012028,0.19670516231187207,0.3561125401221352
